Video Id, Channel Id, Title, Tags, Description, Privacy, Date Published, Category Id, Category Name, Thumbnail Url, Watch Url, FileName, Date Backed Up, View Count, Comment Count, Like Count, Dislike Count, Length (seconds)
u8PFvWAaNhs,UCtoNXlIegvxkvf5Ji8S57Ag,How to get data analytics experience without a job #shorts,"data analyst,how to become a data analyst,data science,data analytics,data science for beginners,data analytics career,data science project,data science python,data science projects for beginners,data analyst beginner,data analyst projects for beginners,how to become a data analyst in 2023,data analytics job,data analytics roadmap,data analyst salary,data science career,data analyst skills,data analyst job,business intelligence,data analysis",Let me tell you how to gain experience in the data analytics space while waiting for a full time position...,Public,03-02-2023,22,People & Blogs,https://i.ytimg.com/vi/u8PFvWAaNhs/maxresdefault.jpg,https://www.youtube.com/watch?v=u8PFvWAaNhs,20230128-223144-925.mp4,21-07-2023,6092,30,859,1,46
y33H5z88ejY,UCtoNXlIegvxkvf5Ji8S57Ag,The harsh reality of a Data Analyst job #shorts,"data analytics,data analyst job,data science,data analysis,data analytics career,what does a data analyst do,life of a data analyst,data analyst,data analyst expectations vs reality,what to expect as a data analyst,data analyst skills,data analyst daily work,day in the life of a data analyst,data analyst day in the life,data analytics job,data analyst job description,data analyst vs business analyst,data analyst beginner","The expectations when you start learning about data analytics are far from the reality of what actually happens on the field, let me explain why...",Public,02-02-2023,22,People & Blogs,https://i.ytimg.com/vi/y33H5z88ejY/maxresdefault.jpg,https://www.youtube.com/watch?v=y33H5z88ejY,20230128-224950-363.mp4,21-07-2023,129401,191,6539,94,59
s7MoO5CTAH8,UCtoNXlIegvxkvf5Ji8S57Ag,BEST COURSES to Learn Data Analytics FAST,"data analytics certifications,data science certification,data analyst learning free,data analyst skills to learn,what to learn to become a data analyst,data analyst course,data scientist course review,data analyst course review,data analyst beginner,data analyst beginner guide,data analyst beginner full course,data analytics learn,data analytics courses for beginners,data analytics courses online free,data analyst roadmap,data analyst roadmap 2023","?üîO THE ABSOLUTE BEST DATA ANALYTICS COURSES FOR BEGINNERS ?üîO 

Google Data Analytics Professional Certificate
http://imp.i384100.net/1

IBM Data Analyst Professional Certificate
http://imp.i384100.net/2

IBM Data Science Professional Certificate
http://imp.i384100.net/3

Work Smarter with Microsoft Excel
http://imp.i384100.net/4

Learn SQL Basics for Data Science Specialization
http://imp.i384100.net/5

Python for Everybody Specialization
http://imp.i384100.net/6

Data Visualization with Tableau Specialization
http://imp.i384100.net/7

Getting Started with Power BI Desktop
http://imp.i384100.net/8


?üë®‚Äç?üíª LET ME BE YOUR MENTOR
https://topmate.io/loresowhat

?üì? SOCIAL
Instagram and TikTok - @Loresowhat

?üì© GET IN TOUCH
loresowhat@gmail.com

?üîé CONTENT
0:00 Intro
1:52 Google Data Analytics Professional Certificate
3:18 IBM Data Analyst Professional Certificate
4:02 IBM Data Science Professional Certificate 
4:33 Work Smarter with Microsoft Excel
5:27 Learn SQL Basics for Data Science Specialization
6:25 Python for Everybody Specialization
7:26 Data Visualization with Tableau Specialization
8:02 Getting Started with Power BI Desktop

Disclaimer
Some of the above are affiliate links‚ÄîI make a small commission when you purchase through my link, at no extra cost to you. Thank you for supporting an independent creator!

#dataanalytics #courses",Public,31-01-2023,22,People & Blogs,https://i.ytimg.com/vi/s7MoO5CTAH8/maxresdefault.jpg,https://www.youtube.com/watch?v=s7MoO5CTAH8,20230128-215910-194.mp4,21-07-2023,4340,56,264,2,534
ynkHF28LCl0,UCtoNXlIegvxkvf5Ji8S57Ag,How to get hired on Linkedin pt.2 #shorts,"career advice,linkedin job search,linkedin profile,linkedin profile tips,linkedin profile tips 2022,linkedin profile tips for job seekers,how to use linkedin,linkedin profile tips for college students,linkedin profile tips for recent graduates,linkedin profile tips for students,linkedin profile tips for sales,linkedin profile tips 2023,linkedin job search hacks,linkedin job search tutorial,linkedin job search settings,linkedin job search tips work from home",These are my best tips to get hired on Linkedin...,Public,29-01-2023,22,People & Blogs,https://i.ytimg.com/vi/ynkHF28LCl0/maxresdefault.jpg,https://www.youtube.com/watch?v=ynkHF28LCl0,20230116-201129-333.mp4,21-07-2023,612,4,42,1,47
G0JNjPUOhKg,UCtoNXlIegvxkvf5Ji8S57Ag,How to get hired on Linkedin pt.1 #shorts,"career advice,linkedin job search,linkedin profile,linkedin profile tips,linkedin profile tips 2022,linkedin profile tips for job seekers,how to use linkedin,linkedin profile tips for college students,linkedin profile tips for recent graduates,linkedin profile tips for students,linkedin profile tips for sales,linkedin profile tips 2023,linkedin job search hacks,linkedin job search tutorial,linkedin job search settings,linkedin job search tips work from home",These are my best tips to get hired on Linkedin...,Public,26-01-2023,22,People & Blogs,https://i.ytimg.com/vi/G0JNjPUOhKg/maxresdefault.jpg,https://www.youtube.com/watch?v=G0JNjPUOhKg,20230116-195445-487.mp4,21-07-2023,972,5,92,0,59
GM_dfRECnAg,UCtoNXlIegvxkvf5Ji8S57Ag,Top benefits of being a data analyst #shorts,"how to become a data analyst,data analyst job,data analytics,data analyst,data analyst career,data analytics job,data analyst skills needed,become a data analyst,data analytics for beginners,day in the life of a data analyst,how to learn data analytics,data analyst beginner,data analyst projects for beginners,what does a data analyst do,life of a data analyst,data analyst skills,data science,data analyst day in the life",These are the best benefits of working in data analytics...,Public,25-01-2023,22,People & Blogs,https://i.ytimg.com/vi/GM_dfRECnAg/maxresdefault.jpg,https://www.youtube.com/watch?v=GM_dfRECnAg,benefits.mp4,21-07-2023,2154,9,70,3,39
Nkn_Iv7trus,UCtoNXlIegvxkvf5Ji8S57Ag,Amazon Data Analyst ‚úàÔ?è Seattle Business Trip | VLOG,"business trip,seattle vlog,data analyst,faang life,faang journey,data analyst day in the life,data analyst job,data analyst beginner,seattle vlog winter,seattle vlog december,seattle vlog solo,business trip tips,work trip faang,maang,data scientist day in the life,data scientist day to day work,data scientist work vlog,data scientist vlogs,seattle data scientist,data analytics vlog,data analysis videos,travel seattle,data scientist job,seattle 2023","I got asked to travel all the way to Seattle for a business trip!

?ü§å SO WHAT
In this video I'll bring you with me and share what happened...

?üë®‚Äç?üíª LET ME BE YOUR MENTOR
https://topmate.io/loresowhat

?üì? SOCIAL
Instagram and TikTok - @Loresowhat

?üì© GET IN TOUCH
loresowhat@gmail.com

?üëÄ DISCLAIMER
Views and opinions are my own and do not represent or reflect the opinions of my current or past employer(s).

#dataanalyst #faang #seattle",Public,24-01-2023,22,People & Blogs,https://i.ytimg.com/vi/Nkn_Iv7trus/maxresdefault.jpg,https://www.youtube.com/watch?v=Nkn_Iv7trus,20230124-114913-995.mp4,21-07-2023,691,21,47,0,367
EqWnqPS1FxY,UCtoNXlIegvxkvf5Ji8S57Ag,Laptop specs for Data Analysts #shorts,"data analytics,data analyst,best laptops for data analysts,laptops for data science,how i became a data analyst,data analyst career path,data analyst skills,data analytics job,data analytics for dummies",Double-checks this specs when you have to buy a laptop as a data analyst or data scientist!,Public,19-01-2023,22,People & Blogs,https://i.ytimg.com/vi/EqWnqPS1FxY/maxresdefault.jpg,https://www.youtube.com/watch?v=EqWnqPS1FxY,Best laptop.mp4,21-07-2023,4790,17,208,5,26
2ZIqA5KhmOk,UCtoNXlIegvxkvf5Ji8S57Ag,How to choose the right data visualization #shorts,"data visualization,data science,data visualisation,power bi,business intelligence,data visualization tips,data visualizations,data visualization storytelling,data visualization for data science,data visualization design,data visualizations in python,data visualizations in excel,data visualizations using excel,data visualizations with tableau,data visualizations in r,data visualizations in power bi,data visualization tutorial,cool data visualizations","No matter how good your analysis is, you will make a difference only if you are also able to visualise data in the right way. Hope this helps ?üòÄ",Public,18-01-2023,22,People & Blogs,https://i.ytimg.com/vi/2ZIqA5KhmOk/maxresdefault.jpg,https://www.youtube.com/watch?v=2ZIqA5KhmOk,Right visualisation(1).mp4,21-07-2023,613,12,68,0,29
E7tFNprScJA,UCtoNXlIegvxkvf5Ji8S57Ag,2023 Must Watch ARTIFICIAL INTELLIGENCE movies,"artificial intelligence movies,artificial intelligence movies list,artificial intelligence movies on netflix,artificial intelligence movies 2022,artificial intelligence movies 2021,artificial intelligence movies on amazon prime,artificial intelligence movies imdb,artificial intelligence movies 2023,best tech movies on netflix,tech movies 2023,robot movies 2023,futuristic movies,futuristic movies on netflix,tech movie recap,tech movie review,ai movie recap","If you are passionate about data science, analytics and AI more in general, you can't miss this one.

?ü§å SO WHAT
In this video I'll share the best artificial intelligence movies and tv series that you MUST watch in 2023. These are great resources to see trends in the industry and cool stories about the AI world!

?üë®‚Äç?üíª LET ME BE YOUR MENTOR
https://topmate.io/loresowhat

?üì? SOCIAL
Instagram and TikTok - @Loresowhat

?üì© GET IN TOUCH
loresowhat@gmail.com

#artificialintelligence #techmovies #aimovie",Public,17-01-2023,22,People & Blogs,https://i.ytimg.com/vi/E7tFNprScJA/maxresdefault.jpg,https://www.youtube.com/watch?v=E7tFNprScJA,20230115-225118-248.mp4,21-07-2023,382,8,19,0,479
CnzbSERa7NM,UCtoNXlIegvxkvf5Ji8S57Ag,The ONLY Data Analytics Portfolio Project You Need - pt.2,"data analytics project walkthrough,data analyst project walkthrough,data analysis project walkthrough,data analyst project,data analytics project,data science project,tableau,tableau project,data visualization project,data analyst job ready,data analyst portfolio,data analytics portfolio,data science portfolio,data analyst guide,data analyst resume,data analytics cv,data analyst projects,data analyst projects for beginners,data analyst project explanation","I recently posted a video about how to recreate the data portfolio project that got me multiple jobs as a data analyst, and you liked it a lot!

?ü§å SO WHAT
I got multiple messages asking to show how I put all the different pieces together to have the dashboard ready to be presented and this is exactly why I made this part 2 video.

?üîó RESOURCES
Download the dataset and the final tableau project 
https://drive.google.com/drive/folders/1JFJ8_mzXTr_xPbS-4qWqpJsOQCnazrxC

?üëç CHECK OUT PART 1
https://www.youtube.com/watch?v=g6cjhUhrhY8

?üë®‚Äç?üíª LET ME BE YOUR MENTOR
https://topmate.io/loresowhat

?üì? SOCIAL
Instagram - @Loresowhat
TikTok - @Loresowhat

?üì© GET IN TOUCH
loresowhat@gmail.com

?üîé CONTENT
0:00 Intro and Context
2:00 Add Title
3:04 Insert Worksheets
4:24 Position Elements
5:38 Center Elements
6:26 Best Practices
7:07 Extra Elements
8:07 Formatting
12:12 Final Result

#tableau #dashboard #dataportfolio",Public,11-01-2023,22,People & Blogs,https://i.ytimg.com/vi/CnzbSERa7NM/maxresdefault.jpg,https://www.youtube.com/watch?v=CnzbSERa7NM,20230111-100642-465.mp4,21-07-2023,7442,70,352,2,774
fwDBrrm4APA,UCtoNXlIegvxkvf5Ji8S57Ag,Revealing the BEST web scraping tool #shorts,"web scraper,web scraping,web crawling,python web scraping,web scraping tutorial,web scrapping,web scraping amazon,web scraping amazon product,web scraping project,web scraping selenium,data extraction tools,data extraction tutorial,web scraper amazon,web scraping javascript,web scraper python,web scraping python,web scraping spotify,listly,web scraping beginner,web scraping tool,web scraping app,web scraping easy,web scraping few clicks","Download the FREE chrome extension and start scraping the web ?ü§©

#webscraping #nocode",Public,10-01-2023,22,People & Blogs,https://i.ytimg.com/vi/fwDBrrm4APA/maxresdefault.jpg,https://www.youtube.com/watch?v=fwDBrrm4APA,20230105-133210-818.mp4,21-07-2023,2476,16,272,0,55
ULu7y_PSgfk,UCtoNXlIegvxkvf5Ji8S57Ag,I found the BEST web scraping tool ?ü§©,"found best webscraping tool,web scraping tutorial,web scraping project,web scraping how to,web scraping tool,web scraper,web scraping python,web scraping selenium,web scraping,listly,web scraping no code,web scraping best,web scraping easy,web scraping beginner,web scraping walkthrough,how to make your own dataset,dataset create,web scraping data science,web scraping data,web scraping youtube,found best web scraping tool,web scraping using python","Web scraping is crucial in data analytics and data science to create your own dataset for analysis.

?ü§å SO WHAT
In this video I'll show you the best tool to scrape the web in just a few clicks, with no code required.

?üöÄACCESS LISTLY
Follow this link to install Listly and start scrape the web, it's free for personal use!
https://www.listly.io/

?üì? SOCIAL
Instagram and TikTok - @Loresowhat

?üì© Get in touch: 
loresowhat@gmail.com

?üîé CONTENT
0:00 Intro
0:58 What is Web Scraping
2:00 The BEST Web scraping tool
2:19 Practical example walkthrough
5:40 Other Listly use cases

#webscraping  #nocode  #listly",Public,05-01-2023,22,People & Blogs,https://i.ytimg.com/vi/ULu7y_PSgfk/maxresdefault.jpg,https://www.youtube.com/watch?v=ULu7y_PSgfk,20230102-134652-554.mp4,21-07-2023,1322,19,91,3,379
SJAzBHZJ1r4,UCtoNXlIegvxkvf5Ji8S57Ag,Mistakes I made while learning data analytics #shorts,"data analytics,data analyst mistakes,data science mistakes,data mistakes,how to get an entry level data analyst job,what does an entry level data analyst do,data analyst learning,data analyst beginner,data analyst beginner guide,data analyst beginner full course,data analyst beginner job,data analyst beginner interview questions,data analyst portfolio,data analyst portfolio project,data analytics course,how to become a data analyst,data analyst career",Let me know if you can relate!,Public,04-01-2023,22,People & Blogs,https://i.ytimg.com/vi/SJAzBHZJ1r4/maxresdefault.jpg,https://www.youtube.com/watch?v=SJAzBHZJ1r4,mistakes w9(1).mp4,21-07-2023,1763,2,78,2,21
NspTWBqUYbM,UCtoNXlIegvxkvf5Ji8S57Ag,When you are working but everyone else is still on holiday #shorts,"working on christmas,working on christmas eve,working alone motivation,working alone or working in a team,working while team still on holiday,working on vacation,working on holidays,data analyst work day,what is data analyst do,data analyst work on christmas,data analyst holiday,data science day in the life,data analyst day in the life,data analytics day in the life,data analytics day to day,data analyst vacation,data science motivation,data analyst motivation",Like if you can relate ?ü§™,Public,02-01-2023,22,People & Blogs,https://i.ytimg.com/vi/NspTWBqUYbM/maxresdefault.jpg,https://www.youtube.com/watch?v=NspTWBqUYbM,830182F0-4FF3-444F-8F93-0D21178EC358.mp4,21-07-2023,388,0,11,0,6
5Xrc5aSczvU,UCtoNXlIegvxkvf5Ji8S57Ag,Best ways to start in Data Analytics #shorts,"data analytics career,data analyst skills,data analyst career,how to become a data analyst,how to learn data analytics,learn data analytics,data analytics for beginners,data analyst beginner,become data analyst,data science for beginners,start data analytics,start data science,start data analysis,what is data analytics,data analyst skills required,data analytics beginners guide,data analytics begins with me,data analytics beginning",Let me tell you the best ways to start your Data Analytics journey,Public,29-12-2022,22,People & Blogs,https://i.ytimg.com/vi/5Xrc5aSczvU/maxresdefault.jpg,https://www.youtube.com/watch?v=5Xrc5aSczvU,3 ways to start in DA.mp4,21-07-2023,755,2,55,0,12
Iq7AU9tMPrM,UCtoNXlIegvxkvf5Ji8S57Ag,Data Science Project ideas from ChatGPT #shorts,"chat gpt,chatgpt explained,chatgpt examples,what is chatgpt,how to use chatgpt,chatgpt business,openai chatgpt,chatgpt use cases,chat gpt examples,chat gpt data science,chat gpt data analysis,chat gpt data analytics,chat gpt data,chat gpt data visualization,chat gpt project,data science project,data science projects for beginners,data science projects for resume,data science project ideas,data science project in python,data science project tutorial",I asked ChatGPT what project I should work on as a data analyst and data scientist...,Public,28-12-2022,22,People & Blogs,https://i.ytimg.com/vi/Iq7AU9tMPrM/maxresdefault.jpg,https://www.youtube.com/watch?v=Iq7AU9tMPrM,9B716730-6917-4AF7-91E4-D67925588301.mp4,21-07-2023,920,6,52,2,20
0jIPrbsLCqw,UCtoNXlIegvxkvf5Ji8S57Ag,ALL YOU NEED to build your data analytics portfolio,"build your data analytics portfolio start here,data portfolio projects,data portfolio example,portfolio data science,portfolio data scientist,portfolio data science projects,data analytics portfolio,portfolio data visualization,data portfolio review,data analyst portfolio,data analyst portfolio project,data portfolio beginner,data analytics,data portfolio start here,how to data portfolio,data portfolio tableau,data portfolio python","Building your Data Analytics Portfolio is key to get hired, especially if you are at the early stage of your Data Career.

?ü§å SO WHAT
In this video I'll show you ALL YOU NEED to start building your data analytics portfolio.

?üë®‚Äç?üíª LET ME BE YOUR MENTOR
https://topmate.io/loresowhat

?üîO THE ABSOLUTE BEST DATA ANALYTICS COURSES ?üîO
Google Data Analytics Professional Certificate http://imp.i384100.net/1
IBM Data Analyst Professional Certificate http://imp.i384100.net/2
IBM Data Science Professional Certificate http://imp.i384100.net/3
Work Smarter with Microsoft Excel http://imp.i384100.net/4
Learn SQL Basics for Data Science Specialization http://imp.i384100.net/5
Python for Everybody Specialization http://imp.i384100.net/6
Data Visualization with Tableau Specialization http://imp.i384100.net/7
Getting Started with Power BI Desktop http://imp.i384100.net/8
Advanced Google Data Analytics Professional Certificate http://imp.i384100.net/9
Google Business Intelligence Professional Certificate http://imp.i384100.net/10

?üì? SOCIAL
Instagram and TikTok - @Loresowhat

?üì© GET IN TOUCH
loresowhat@gmail.com

?üîé CONTENT
0:00 Intro
0:40 What is a data analytics portfolio?
1:20 Do you ACTUALLY need a portfolio? 
2:11 Data analytics portfolio Best Practices to Get Hired 
4:08 How to Plan Out for a Good Portfolio 
5:46 How to populate the portfolio?
6:25 Tools to Use to get your portfolio out there
8:04 Call to action

#dataanalytics  #dataportfolio",Public,27-12-2022,22,People & Blogs,https://i.ytimg.com/vi/0jIPrbsLCqw/maxresdefault.jpg,https://www.youtube.com/watch?v=0jIPrbsLCqw,20221223-180214-921.mp4,21-07-2023,11066,32,576,1,514
ZJk6-WN1sPI,UCtoNXlIegvxkvf5Ji8S57Ag,BIG4 VS FAANG as a Data Analyst,"data analytics big 4 vs faang,big 4 vs faang,data analyst in faang,faang salary,faang companies,big 4 data analyst,faang data analyst,big 4 data science,big 4 data scientist,faang data scientist,consulting vs big te,big tech vs consulting,data analyst consulting big tech,data scientist consulting vs big tech,consulting big tech salary,best companies for data analyst,best companies for data scientist,best company data,best company for data science,big 4","For many professionals out there, Big4 Consulting and FAANG are among the dream companies to work for...

?ü§å SO WHAT
As I had the chance to experience what it is like to work for both, in this video, I will cover what to expect within Big4 and FAANG as a data analyst. The topics I cover are heavily subject to experience, location, team (just to name a few), but hopefully these 7 minutes will still give a better understanding of some key differences. 

?üì? SOCIAL
Instagram and TikTok - @Loresowhat

?üì© Get in touch: 
loresowhat@gmail.com

?üîé CONTENT
0:00 Intro
1:14 Clients
2:59 Tools
4:01 Scope of work
4:54 Career Progression
5:59 Salary

#faang #big4 #datascience",Public,20-12-2022,22,People & Blogs,https://i.ytimg.com/vi/ZJk6-WN1sPI/maxresdefault.jpg,https://www.youtube.com/watch?v=ZJk6-WN1sPI,20221211-234951-126.mp4,21-07-2023,1047,19,57,0,469
uP0SC9r2yaQ,UCtoNXlIegvxkvf5Ji8S57Ag,Data Analyst Portfolio Tips pt.2 #shorts,"data analyst portfolio tips,data analytics,how to become a data analyst,data analyst portfolio,data analyst career,data analytics job,data analytics for beginners,data analytics project,data analyst portfolio example,data analyst portfolio project,data analyst portfolio projects,how to become a data analyst with no experience,data analyst skills required,data analyst skills needed,data analytics roadmap,fastest way to become a data analyst",My best tips for your data analyst portfolio to get hired...,Public,17-12-2022,22,People & Blogs,https://i.ytimg.com/vi/uP0SC9r2yaQ/maxresdefault.jpg,https://www.youtube.com/watch?v=uP0SC9r2yaQ,data analyst portfolio tips that get you hired p2(.mp4,21-07-2023,1045,2,59,1,44
m6C81x11s3o,UCtoNXlIegvxkvf5Ji8S57Ag,What is a view in SQL #short,"what is a view in sql,sql interview questions,sql interview questions and answers,sql queries interview questions and answers,sql tutorial for beginners,sql tutorial,sql for beginners,sql full course,sql views,sql learning for beginners,sql learning,sql learn coding,sql view,sql data analysis,sql data analyst interview questions and answers,sql data scientist interview questions,sql data analyst,sql data analyst jobs,sql interview questions data analyst","Not many people use views in SQL, let me explain what those are...",Public,16-12-2022,22,People & Blogs,https://i.ytimg.com/vi/m6C81x11s3o/maxresdefault.jpg,https://www.youtube.com/watch?v=m6C81x11s3o,what is view in sql.mp4,21-07-2023,739,0,25,1,25
UPwZKQBydKs,UCtoNXlIegvxkvf5Ji8S57Ag,ChatGPT for Data Scientists - this is SCARY GOOD,"chatGBT,openAI,chat gpt,openai chat,openai chatbot,chat gpt examples,openai,openai chatbot gpt,openai python,chatbot data science,openai data science,chat gpt data analytics,chatbot,chatbot python,chatbot examples,chatbot ai,gpt 3 chatbot,chat gpt code,gpt3 chat,chat gpt data scientist,chatgpt explained,chatgpt coding,chatgpt examples,chatgpt data science,chat gpt python,chat gpt python code,chat gpt data analysis,chat gpt how to use","OpenAI just launched ChatGPT and it has crossed 1M users in less than a week. Since then, many people have used it to do all sorts of things but let‚Äôs focus on how it can help us improve our day to day as Data Scientists and Data Analysts.

?ü§å SO WHAT
In this video, I will share 7 use cases that may be useful in your daily work.

?üîO THE ABSOLUTE BEST DATA ANALYTICS COURSES FOR BEGINNERS ?üîO
Google Data Analytics Professional Certificate http://imp.i384100.net/1
IBM Data Analyst Professional Certificate http://imp.i384100.net/2
IBM Data Science Professional Certificate http://imp.i384100.net/3
Work Smarter with Microsoft Excel http://imp.i384100.net/4
Learn SQL Basics for Data Science Specialization http://imp.i384100.net/5
Python for Everybody Specialization http://imp.i384100.net/6
Data Visualization with Tableau Specialization http://imp.i384100.net/7
Getting Started with Power BI Desktop http://imp.i384100.net/8
Advanced Google Data Analytics Professional Certificate http://imp.i384100.net/9
Google Business Intelligence Professional Certificate http://imp.i384100.net/10

?üì? SOCIAL
Instagram and TikTok - @Loresowhat

?üì© Get in touch: 
loresowhat@gmail.com

?ü§ñ ACCESS CHAT GPT
https://chat.openai.com/?__cf_chl_tk=x_pjQksgtIQKS9oSQ3b7yefkTYSDwb6WMjgUPWsteW8-1670941129-0-gaNycGzNFRE

?üîé CONTENT
0:00 Intro
0:37 What is ChatGPT
1:49 How ChatGPT works
2:07 How to access ChatGPT
2:24 Use Case 1
3:25 Use Case 2
4:11 Use Case 3
4:39 Use Case 4
4:56 Use Case 5
5:11 Use Case 6
5:29 Use Case 7
6:03 Will AI Replace Humans

#chatgpt  #datascience",Public,13-12-2022,22,People & Blogs,https://i.ytimg.com/vi/UPwZKQBydKs/maxresdefault.jpg,https://www.youtube.com/watch?v=UPwZKQBydKs,20221213-161108-060.mp4,21-07-2023,3658,10,82,1,428
DqLvFYReJFI,UCtoNXlIegvxkvf5Ji8S57Ag,excel time saver tips #shorts,"excel time saver tips,excel,excel tips,excel tutoring,excel tutorial advanced,excel tutorial for beginners,excel tutorial formulas,excel learning,excel learning for beginners,excel hacks,excel save time,excel secrets,excel tips and tricks,excel best tips,excel start,excel vba,excel vlookup,excel formula,excel microsoft,data analysis excel,excel data table,excel data entry work",These are some of the excel time-saver tips I use the most...,Public,11-12-2022,22,People & Blogs,https://i.ytimg.com/vi/DqLvFYReJFI/maxresdefault.jpg,https://www.youtube.com/watch?v=DqLvFYReJFI,Excel time saver tips P1.mp4,21-07-2023,406,0,23,0,38
FvSgAtZVDMc,UCtoNXlIegvxkvf5Ji8S57Ag,Why data analysts are paid a LOT #shorts,"data analysts paid,salary data analyst,salary data scientist,data engineer salary,data analytics salary,data scientist salary in usa,data analyst salary in usa,how to make money online as a data analyst,data analyst money,data scientist money,data roles money,data analytics money,highest paid data analyst,data analyst paid internship,data analyst beginner,data scientist beginner,data analytics begineer","If data analysts are paid a lot compared to other roles with the same seniority level well, there are good reasons...",Public,10-12-2022,22,People & Blogs,https://i.ytimg.com/vi/FvSgAtZVDMc/maxresdefault.jpg,https://www.youtube.com/watch?v=FvSgAtZVDMc,paid a lot.mp4,21-07-2023,2040,2,140,1,42
M9AhwPj5KnI,UCtoNXlIegvxkvf5Ji8S57Ag,Best Tableau Time Saving Tips pt.2 #shorts,"tableau time saving tips,tableau tutorial,tableau training for beginners,tableau for beginners,tableau dashboard,tableau tutorial for beginners,tableau visualisation,tableau tips,tableau hacks,tableau secrets,data analysis,data visualization design,data visualization analyst,data visualization,tableau desktop,data analytics,data skills,data tips,data analytics tips,data science tips,data analyst,tableau training,learn tableau,visual data","I have used Tableau for around 2 years now for data visualisation and I had to find ways to save time when working under tight deadlines...

?ü§å SO WHAT
These are my best time-saving tips to make our life easier and faster when building dashboards!

?üë®‚Äç?üíª SCHEDULE A FREE 30-MIN CAREER MENTORING WITH ME
https://calendly.com/loresowhat/30min",Public,09-12-2022,22,People & Blogs,https://i.ytimg.com/vi/M9AhwPj5KnI/maxresdefault.jpg,https://www.youtube.com/watch?v=M9AhwPj5KnI,tableau time saver tips p2.mp4,21-07-2023,425,0,11,1,21
nJE1QwwIv68,UCtoNXlIegvxkvf5Ji8S57Ag,I published 10 videos on YouTube - REFLECTIONS,"reflections published 10 videos youtube,youtube reflections,start youtube channel,start youtube channel 2022,start youtube channel with phone,start youtube with iphone,start youtube 2022,start youtube channel step by step,start youtube channel with iphone,youtube know this,youtube get started,youtube starting tips,youtube starter,youtube channel options,thoughts youtube channel,my thoughts youtube channel,motivational thoughts youtube channel","Starting a YouTube Channel can look tricky at the start and it becomes very time-consuming if you start taking it seriously...

?ü§å SO WHAT
I now have 10 videos published on my channel and I thought I would share my reflections on this journey that I just started.

?üë®‚Äç?üíª SCHEDULE A FREE 30-MIN CAREER MENTORING WITH ME
https://calendly.com/loresowhat/30min

?üì? FOLLOW ME ON INSTAGRAM FOR MORE CONTENT
https://www.instagram.com/loresowhat/

?üîé CONTENT
0:00 Intro
1:38 Reflection #1
3:10 Reflection #2
3:59 Reflection #3
5:20 Reflection #4
7:01 Reflection #5

#youtubebeginnerstips",Public,07-12-2022,22,People & Blogs,https://i.ytimg.com/vi/nJE1QwwIv68/maxresdefault.jpg,https://www.youtube.com/watch?v=nJE1QwwIv68,20221204-174409-944.mp4,21-07-2023,257,10,17,0,509
wz3LKZc5_4s,UCtoNXlIegvxkvf5Ji8S57Ag,Best Tableau Time Saving Tips #shorts,"tableau time saving tips,tableau tutorial,tableau training for beginners,tableau for beginners,tableau dashboard,tableau tutorial for beginners,tableau visualisation,tableau tips,tableau hacks,tableau secrets,data analysis,data visualization design,data visualization analyst,data visualization,tableau desktop,data science,data analytics,data,data skills,data tips,data analytics tips,data science tips,data analyst","I have used Tableau for around 2 years now for data visualisation and I had to find ways to save time when working under tight deadlines...

?ü§å SO WHAT
These are my best time-saving tips to make our life easier and faster when building dashboards!

?üë®‚Äç?üíª SCHEDULE A FREE 30-MIN CAREER MENTORING WITH ME
https://calendly.com/loresowhat/30min",Public,06-12-2022,22,People & Blogs,https://i.ytimg.com/vi/wz3LKZc5_4s/maxresdefault.jpg,https://www.youtube.com/watch?v=wz3LKZc5_4s,TAbleau time saver tipe P1.mov,21-07-2023,282,0,14,0,31
8yA7AWFyy4c,UCtoNXlIegvxkvf5Ji8S57Ag,types analytics explained with examples #shorts,"types analytics explained examples,types analytics,types of data analytics,predictive analytics,predictive analysis,prescriptive analytics,descriptive and inferential statistics,descriptive and analytical research,descriptive research,descriptive statistics,descriptive analysis,descriptive analytics,data science,data analysis,data analytics explained,data analytics examples",These are the 3 types of analytics explained with practical examples...,Public,03-12-2022,22,People & Blogs,https://i.ytimg.com/vi/8yA7AWFyy4c/maxresdefault.jpg,https://www.youtube.com/watch?v=8yA7AWFyy4c,3 types of analytics.mp4,21-07-2023,264,2,19,0,55
J001WCrhnow,UCtoNXlIegvxkvf5Ji8S57Ag,skills to get hired in data #shorts,"skills hired data,data skills,data analytics skills,data science skills,data skills job ready,data skills get hired,skills get hired data analyst,skills get hired data scientist,data analyst skills,data scientist skills,data skills cv,data analyst skills cv,data scientist skills cv",These are the top skills to get hired within the data space...,Public,02-12-2022,22,People & Blogs,https://i.ytimg.com/vi/J001WCrhnow/maxresdefault.jpg,https://www.youtube.com/watch?v=J001WCrhnow,4 skills to get you hired.mov,21-07-2023,356,0,31,1,38
